id;datum;fallzahl;neue_faelle;todesfaelle;7_tage_inzidenz;rel_veraenderung_der_7_tage_inzidenz;7_tage_hosp_inzidenz;its_belegung
2923;15.11.2022;1347695;1178;5038;177,2;-22,9;10,7;7,3
2920;14.11.2022;1346517;;5029;186,6;-25,7;11,4;6,7
2917;13.11.2022;;;;187;-28,7;10,3;6,2
2914;12.11.2022;;;;187,9;-29,7;10,3;6,2
2911;11.11.2022;1344929;1047;5024;195;-29,3;10,3;7
2908;10.11.2022;1343882;1153;5017;200,2;-29,2;9,7;6,9
2905;09.11.2022;1342729;1395;5007;205,5;-29,2;11;7,7
2902;08.11.2022;1341334;1565;4990;217,3;-29;10,9;7,7
2899;07.11.2022;1339769;;4978;236,2;-29,4;11,7;7,3
2896;06.11.2022;;;;235,9;-30;14,1;6,6
2893;05.11.2022;;;;236,5;-29;14,1;6,6
2890;04.11.2022;1337757;1064;4970;247,6;-26,9;14,1;6,7
2887;03.11.2022;1336693;1410;4965;268,3;-24,5;13,6;6,7
2884;02.11.2022;1335283;1516;4960;293,8;-22,2;14,9;7,1
2881;01.11.2022;1333767;2103;4952;319,2;-19,5;15,3;7,2
2878;31.10.2022;1331664;;4941;341,4;-17,2;16,3;7,5
2875;30.10.2022;;;;341,7;-15,4;19,1;7,9
2872;29.10.2022;;;;343,6;-13;19,1;8,6
2869;28.10.2022;1329130;1544;4927;364,9;-9,9;19,1;9,4
2866;27.10.2022;1327586;2672;4922;385,8;-7,7;19,2;9,8
2863;26.10.2022;1324914;2264;4915;406,4;-5,9;18,8;9,4
2860;25.10.2022;1322650;3553;4910;436,2;-4,9;19,8;9,5
2857;24.10.2022;1319097;;4895;455,8;-4,6;20,4;8,3
2854;23.10.2022;;;;455,9;0,1;19,3;7,8
2851;22.10.2022;;;;456,9;4,3;19,3;7,5
2848;21.10.2022;1315465;1837;4885;464,9;8,2;19,3;7,7
2845;20.10.2022;1313628;2999;4882;471,3;12,4;21,7;7,9
2842;19.10.2022;1310629;4059;4877;461,9;17,7;21,8;7,7
2839;18.10.2022;1306570;3881;4876;464,5;24,7;21,8;6,8
2836;17.10.2022;1302689;;4868;470,8;33,6;21;6,8
2833;16.10.2022;;;;470,8;37,5;17;6,2
2830;15.10.2022;;;;466,3;40,4;17;7,1
2827;14.10.2022;1299385;2506;4863;483,5;42,5;17;6,3
2824;13.10.2022;1296879;3141;4859;487,3;42,7;16,9;6,6
2821;12.10.2022;1293738;3485;4854;500,5;39,6;16;6,5
2818;11.10.2022;1290253;4314;4854;497,2;32,3;15;7
2815;10.10.2022;1285939;;4849;377,9;23,5;13,8;6,7
2812;09.10.2022;;;;378,3;24,3;12;6,8
2809;08.10.2022;;;;380,5;23,2;12;6,7
2806;07.10.2022;1282046;3345;4845;356,5;19,7;12;6,3
2803;06.10.2022;1278701;3165;4843;316,3;17,4;10,8;5,7
2800;05.10.2022;1275536;3707;4839;285,3;17,8;9,7;6,2
2797;04.10.2022;1271829;;4838;244,1;20,8;9,6;6,3
2794;03.10.2022;;;;311,8;27,8;8,7;5,6
2791;02.10.2022;;;;311,3;26,6;10,3;5,4
2788;01.10.2022;;;;311;23,7;10,3;5,5
2785;30.09.2022;1268230;2554;4834;286,1;18,3;10,3;5,1
2782;29.09.2022;1265676;1654;4830;284,1;14,1;10;4,6
2779;28.09.2022;1264022;2184;4827;268,9;9,3;9,6;4,1
2776;27.09.2022;1261838;2215;4824;245,6;5,2;9,8;5
2773;26.09.2022;1259623;;4808;233;3,7;9,1;4,5
2770;25.09.2022;;;;233,6;4;9,2;4,3
2767;24.09.2022;;;;232,8;3,8;9,2;4,2
2764;23.09.2022;1257366;1788;4807;221,7;3,4;9,2;4,6
2761;22.09.2022;1255578;1526;4800;217,5;3,4;7,7;4,6
2758;21.09.2022;1254052;1604;4799;211,1;3,6;7,5;4,8
2755;20.09.2022;1252448;1484;4799;216,5;4,5;7,2;4,1
2752;19.09.2022;1250964;;4796;215,2;3,4;7,6;4,2
2749;18.09.2022;;;;215,1;3,1;7,7;4,5
2746;17.09.2022;;;;220;2,7;7,7;4,7
2743;16.09.2022;1248868;1189;4795;222,1;1,8;7,7;4,2
2740;15.09.2022;1247679;1289;4786;218,8;-0,8;7,6;4,2
2737;14.09.2022;1246390;1756;4783;219,9;-4,4;8;4,2
2734;13.09.2022;1244634;1714;4779;213,1;-13,2;7,7;4
2731;12.09.2022;1242920;;4778;203,1;-18,5;8,3;4,1
2728;11.09.2022;;;;203;-21,1;8,3;4
2725;10.09.2022;;;;202,7;-22,2;8,3;3,8
2722;09.09.2022;1240774;1152;4776;205,7;-22,3;8,3;4,4
2719;08.09.2022;1239622;1293;4775;206,2;-20,3;8,6;4,1
2716;07.09.2022;1238329;1599;4773;204,1;-16,5;8,6;4,4
2713;06.09.2022;1236730;1507;4770;218,2;-8,5;9,2;3,8
2710;05.09.2022;1235223;;4767;212,2;-2,1;8,9;3,4
2707;04.09.2022;;;;212,2;2,7;9,1;3,9
2704;03.09.2022;;;;210,3;7,8;9,1;4,6
2701;02.09.2022;1233377;1586;4767;224,3;13,8;9,1;3,9
2698;01.09.2022;1231791;1106;4767;241;17,7;9;4,7
2695;31.08.2022;1230685;1483;4765;303;18,5;9,6;4,8
2692;30.08.2022;1229202;1946;4765;294,5;10,2;10;4,7
2689;29.08.2022;1227256;;4756;291,2;1,3;11,4;4,5
2686;28.08.2022;;;;290,7;-6,5;11,7;4,7
2683;27.08.2022;;;;291,6;-13,2;11,7;5,2
2680;26.08.2022;1225701;2232;4755;269,3;-18,8;11,7;5,1
2677;25.08.2022;1223469;2070;4753;248,2;-22;14,3;4,7
2674;24.08.2022;1221399;3903;4752;189;-23;14,7;5
2671;23.08.2022;1217496;1429;4745;194,3;-20,1;15;5
2668;22.08.2022;1216067;;4742;223,4;-16,8;15;5,3
2665;21.08.2022;;;;225;-15,3;15,5;6,3
2662;20.08.2022;;;;226,4;-13,1;15,5;5,8
2659;19.08.2022;1214864;937;4740;247,4;-10,3;15,5;6,6
2656;18.08.2022;1213927;1105;4739;268,5;-8,4;16,3;6,5
2653;17.08.2022;1212822;1565;4735;289,9;-8;16,7;6,1
2650;16.08.2022;1211257;1812;4731;303,3;-9;17;5,9
2647;15.08.2022;1209445;;4745;302,2;-11,5;16,1;6,5
2644;14.08.2022;;;;302,3;-14,2;16,6;6,8
2641;13.08.2022;;;;304,2;-15,8;16,6;7,1
2638;12.08.2022;1206570;1815;4739;308,4;-16,7;16,6;7,8
2635;11.08.2022;1204755;2090;4737;309,3;-17,7;14,8;7,3
2632;10.08.2022;1202665;2301;4729;310,5;-18,1;14,7;7,4
2629;09.08.2022;1200364;2282;4729;312,5;-18,4;17;7,5
2626;08.08.2022;1198082;;4727;327,5;-18;17,6;7,1
2623;07.08.2022;;;;327,9;-17,4;17;6,4
2620;06.08.2022;;;;329,2;-16,3;17;6,7
2617;05.08.2022;1195556;1799;4727;335,1;-14,6;17;7,6
2614;04.08.2022;1193757;2134;4722;351,5;-12,9;17,1;7,6
2611;03.08.2022;1191623;2908;4720;362,9;-12,3;15,4;7,5
2608;02.08.2022;1188715;2379;4717;386,4;-12;15,8;7,7
2605;01.08.2022;1186336;;4715;407,3;-12,2;15,8;8,1
2602;31.07.2022;;;;407,3;-13,3;16,2;8,7
2599;30.07.2022;;;;411,1;-13,4;16,2;9
2596;29.07.2022;1183163;1978;4710;426,9;-12,8;16,2;8,5
2593;28.07.2022;1181185;2697;4708;433,4;-12,4;17,2;9,2
2590;27.07.2022;1178488;3057;4704;448,7;-11,2;17,7;9,5
2587;26.07.2022;1175431;3620;4699;453;-10,3;14,7;8,7
2584;25.07.2022;1171811;;4691;453,2;-9,7;14,4;7,9
2581;24.07.2022;;;;456;-8,9;13,9;7,8
2578;23.07.2022;;;;457,8;-7,7;13,9;7,6
2575;22.07.2022;1167945;2449;4688;468,8;-6,2;13,9;7,4
2572;21.07.2022;1165496;2850;4686;494,3;-4;13,8;7,7
2569;20.07.2022;1162646;3514;4681;513,1;-3,7;14;7,8
2566;19.07.2022;1159132;3347;4680;520,1;-2,9;13;7,4
2563;18.07.2022;1155785;;4679;539,5;-1,6;14,1;7,5
2560;17.07.2022;;;;538,4;-0,3;11,5;7
2557;16.07.2022;;;;533,8;1,1;11,5;7,1
2554;15.07.2022;1151255;3325;4677;540,9;2,4;11,5;7,3
2551;14.07.2022;1147930;3897;4676;526,8;3,2;9,5;6,4
2548;13.07.2022;1144033;4131;4675;531,8;6;9;6,4
2545;12.07.2022;1139902;3713;4671;546;8,1;8,8;6,3
2542;11.07.2022;1136189;;4665;551,1;9,9;8,2;6,1
2539;10.07.2022;;;;552,1;11,2;8,7;6,1
2536;09.07.2022;;;;556;12;8,7;6,2
2533;08.07.2022;1131329;3029;4662;539,1;12;8,7;6,1
2530;07.07.2022;1128300;3501;4661;572,3;11,9;8,9;5,9
2527;06.07.2022;1124799;4499;4658;549,1;10,9;9,2;5,7
2524;05.07.2022;1120300;4219;4656;533,1;12,1;9,4;5
2521;04.07.2022;1116081;;4650;510,6;14,1;7,7;4,7
2518;03.07.2022;;;;509,4;17,4;9,1;4,9
2515;02.07.2022;;;;509,8;19,9;9,1;4,5
2512;01.07.2022;1110870;2817;4649;513,4;21,5;9,1;4,5
2509;30.06.2022;1108053;4782;4647;472,7;23,5;8,7;4,3
2506;29.06.2022;1103271;3431;4648;481,7;27,1;8,4;4,7
2503;28.06.2022;1099840;3193;4641;468,4;29,2;8,2;4,9
2500;27.06.2022;1096647;;4640;462,5;30,1;8;4,8
2497;26.06.2022;;;;461,1;34,8;6,9;4,6
2494;25.06.2022;;;;462,5;37,9;6,9;4,9
2491;24.06.2022;1092466;3122;4639;470,5;39,1;6,9;4,7
2488;23.06.2022;1089344;2885;4639;438,5;38;6,4;3,7
2485;22.06.2022;1086459;3786;4638;396,3;37,8;6;4
2482;21.06.2022;1082673;3275;4635;374,7;39,9;5,7;3,5
2479;20.06.2022;1079398;;4635;354,3;44,8;5,8;3,7
2476;19.06.2022;;;;354,5;45,9;4,5;3,2
2473;18.06.2022;;;;350,6;44,1;4,5;2,9
2470;17.06.2022;1075068;2565;4636;314,3;38,8;4,5;3
2467;16.06.2022;1072503;2033;4635;313,8;33,3;4,3;3
2464;15.06.2022;1070470;2000;4633;308,5;28,7;4,4;2,9
2461;14.06.2022;1068470;2334;4632;320,8;22,3;4,2;2,9
2458;13.06.2022;1066136;;4632;249,4;10,8;4,7;2,7
2455;12.06.2022;;;;248,3;5,3;4,4;2,7
2452;11.06.2022;;;;240,1;-0,3;4,5;2,4
2449;10.06.2022;1063090;1543;4630;219,6;-4,9;4,6;2,3
2446;09.06.2022;1061547;2237;4628;205;-6,8;5;2,4
2443;08.06.2022;1059310;1910;4624;196,5;-11,5;4,4;2,7
2440;07.06.2022;1057400;;4621;164,9;-14,8;4,3;2,8
2437;06.06.2022;;;;206;-14,3;3,9;2,8
2434;05.06.2022;;;;206,2;-16,8;4,4;2,9
2431;04.06.2022;;;;210;-18,2;4,6;3,4
2428;03.06.2022;1054613;1083;4618;229,7;-19;4,6;3,3
2425;02.06.2022;1053530;1060;4617;197,9;-21,4;4,7;3,7
2422;01.06.2022;1052470;1912;4616;196,2;-21,9;4,8;4,2
2419;31.05.2022;1050558;1742;4613;206,2;-22,4;4,9;4,2
2416;30.05.2022;1048816;1900;4612;222,1;-23,9;4,5;3,9
2413;29.05.2022;1046916;0;4610;221,9;-26,2;4,5;4,3
2410;28.05.2022;1046916;43;4610;220,3;-26,8;4,4;4,6
2407;27.05.2022;1046873;1755;4610;215,7;-25,7;4,4;4,5
2404;26.05.2022;1045118;25;4608;263,9;-22,5;4,3;5,1
2401;25.05.2022;1045093;1812;4608;269,9;-20,2;5,2;4,2
2398;24.05.2022;1043281;2182;4606;271,9;-17,6;5,4;4,2
2395;23.05.2022;1041099;2184;4604;281,4;-16,1;7,1;4,2
2392;22.05.2022;1038915;118;4578;282,4;-12,6;7,1;4,6
2389;21.05.2022;1038797;38;4578;284,1;-8,8;7,1;4,4
2386;20.05.2022;1038759;1701;4578;300,8;-4,8;7,1;4,1
2383;19.05.2022;1037058;1637;4574;318,1;-2,5;6,9;4,4
2380;18.05.2022;1035421;1977;4574;340;-3;7,6;4,6
2377;17.05.2022;1033444;2418;4562;367,6;-6,3;8,3;4,4
2374;16.05.2022;1031026;2506;4556;396,4;-9,8;9,1;5,3
2371;15.05.2022;1028520;16;4556;396,7;-16,4;9,6;4,9
2368;14.05.2022;1028504;233;4556;392,6;-21,1;9,6;5,1
2365;13.05.2022;1028271;2344;4556;376,2;-24,2;9,5;4,9
2362;12.05.2022;1025927;2470;4544;365,9;-25,5;9,5;5,4
2359;11.05.2022;1023457;2899;4536;361;-24,8;9,3;5,2
2356;10.05.2022;1020558;3802;4528;390,6;-22,9;9,4;5,1
2353;09.05.2022;1016756;2797;4525;356,4;-21,9;8,2;5,4
2350;08.05.2022;1013959;93;4512;356,4;-15,7;10;5
2347;07.05.2022;1013866;111;4512;360,7;-9,3;9,8;5,2
2344;06.05.2022;1013755;1623;4512;387,6;-2,6;10,1;6
2341;05.05.2022;1012132;2187;4509;436,4;6,6;10,3;6,4
2338;04.05.2022;1009945;2674;4503;484,5;14,2;10;6,5
2335;03.05.2022;1007271;4087;4495;481,4;19,5;9,8;6,5
2332;02.05.2022;1003184;2938;5553;540,3;24,7;10,1;6,4
2329;01.05.2022;1000246;36;4487;541,3;20,6;9,2;6,5
2326;30.04.2022;1000210;124;4487;548,5;15,6;9,3;6,3
2323;29.04.2022;1000086;2798;4485;555;9,8;9,3;6,1
2320;28.04.2022;997288;3506;4480;539,6;-1,1;8,6;6,8
2317;27.04.2022;993782;4732;4478;532,9;-11,4;9,2;7,3
2314;26.04.2022;989050;4036;4463;550,5;-19,6;9,1;6,7
2311;25.04.2022;985014;5002;4461;443,4;-27,8;10,3;7,6
2308;24.04.2022;980012;92;4458;444,8;-31,1;9,5;7,4
2305;23.04.2022;979920;286;4458;446,1;-32,3;9,5;7,7
2302;22.04.2022;979634;2833;4458;376,6;-32,4;11;7,8
2299;21.04.2022;976801;3274;4455;382,6;-30,9;12,1;7,9
2296;20.04.2022;973527;4551;4452;392,1;-28,9;11,9;7,8
2293;19.04.2022;968976;4589;4443;402,6;-27,6;12,1;7,6
2290;18.04.2022;964387;106;4427;513,2;-25,4;11,7;8,3
2287;17.04.2022;964281;147;4427;513,3;-25;13,9;8,3
2284;16.04.2022;964134;319;4427;508,6;-23,5;13,8;7,7
2281;15.04.2022;963815;197;4427;599,1;-21,3;14;7,7
2278;14.04.2022;963618;3918;4427;632,5;-20,5;14,7;8,4
2275;13.04.2022;959700;4589;4422;644,5;-20,7;14,8;8,1
2272;12.04.2022;955111;5144;4421;695,8;-21;15,7;9,3
2269;11.04.2022;949967;4545;4412;726,7;-22,1;17,7;9,3
2266;10.04.2022;945422;99;4407;725,6;-23,4;18,5;9,6
2263;09.04.2022;945323;1;4407;730;-23,2;18,5;9,5
2260;08.04.2022;945322;3890;4407;774,9;-21,6;17,1;9
2257;07.04.2022;941432;4974;4406;794,3;-19,5;16,7;9,6
2254;06.04.2022;936458;5754;4402;866,2;-16,7;17,5;9,6
2251;05.04.2022;930704;7273;4396;875;-14,5;18,6;10,4
2248;04.04.2022;923431;5216;4392;910,7;-11,6;17,4;9,6
2245;03.04.2022;918215;251;4386;915,6;-9,2;19;8,9
2242;02.04.2022;917964;666;4386;933,6;-6,5;19;9,2
2239;01.04.2022;917298;5515;4386;966,4;-4;18,9;9,4
2236;31.03.2022;911783;6557;4384;1031,3;-2,2;20,5;9,5
2233;30.03.2022;905226;7585;4381;1084;-1;20,8;10,6
2230;29.03.2022;897641;7032;4369;1145,4;-0,1;20,9;11,1
2227;28.03.2022;890609;7329;4363;1196,3;4;18,9;10,7
2224;27.03.2022;883280;252;4355;1193,6;8,6;19;11
2221;26.03.2022;883028;943;4355;1172,3;12,6;19,2;10,6
2218;25.03.2022;882085;6503;4354;1150,5;16,2;19,5;10
2215;24.03.2022;875582;8106;4346;1130,7;20,7;19,1;9,5
2212;23.03.2022;867476;9018;4337;1128,9;25,3;20,8;10,5
2209;22.03.2022;858458;11525;4332;1106,1;30,4;20,3;11,3
2206;21.03.2022;846933;6968;4324;1125,6;31,1;20,6;11,4
2203;20.03.2022;839965;198;4319;1128,6;29,3;20,2;11,2
2200;19.03.2022;839767;450;4319;1152;25,9;20,3;11,6
2197;18.03.2022;839317;5748;4319;1198,6;20,2;20,2;12,1
2194;17.03.2022;833569;7953;4315;1192,7;10,7;18,3;12,2
2191;16.03.2022;825616;8962;4310;1171;-0,2;18,5;12,1
2188;15.03.2022;816654;8834;4307;942,2;-10,8;19,6;13,1
2185;14.03.2022;807820;9372;4305;825;-16,1;18,3;12,8
2182;13.03.2022;798448;268;4297;823,5;-18,9;18,1;13,2
2179;12.03.2022;798180;1106;4297;826,2;-20,5;18;13,3
2176;11.03.2022;797074;7246;4296;773,5;-21,4;17,6;13,5
2173;10.03.2022;789828;7635;4294;760,3;-20,8;18,1;13,7
2170;09.03.2022;782193;6946;4288;719,2;-18,6;14,9;13,5
2167;08.03.2022;775247;625;4281;890;-14,5;15;13,6
2164;07.03.2022;774622;5575;4279;925,4;-13,2;18;13,4
2161;06.03.2022;769047;301;4277;928,4;-12,1;16,2;12,8
2158;05.03.2022;768746;899;4277;922;-10,5;16,1;12,6
2155;04.03.2022;767847;6107;4276;949,9;-8;16;12,5
2152;03.03.2022;761740;7005;4273;988,3;-5,7;16,7;13
2149;02.03.2022;754735;7125;4263;1032,7;-4,3;15,7;13,3
2146;01.03.2022;747610;5784;4253;1083,2;-4,9;14,4;14,7
2143;28.02.2022;741826;6389;4245;1138,2;-6,7;16,2;14,5
2140;27.02.2022;735437;270;4243;1137,5;-9,4;17,2;14,9
2137;26.02.2022;735167;1015;4243;1159,7;-11,4;17,5;15,8
2134;25.02.2022;734152;7083;4243;1175,5;-13,4;17,5;15,1
2131;24.02.2022;727069;9396;4242;1150,3;-15,2;18,4;14,8
2128;23.02.2022;717673;7395;4227;1120;-17,3;20,8;15,5
2125;22.02.2022;710278;9836;4222;1155,2;-18,8;21,6;16,8
2122;21.02.2022;700442;8244;4217;1166,9;-20,5;20,5;17,1
2119;20.02.2022;692198;232;4213;1168,5;-21,6;22,2;17,3
2116;19.02.2022;691966;2238;4213;1148,8;-21,8;22,7;17,9
2113;18.02.2022;689728;11424;4212;1155,3;-21;23;18,2
2110;17.02.2022;678304;6686;4205;1203,9;-20;23,8;17,5
2107;16.02.2022;671618;8230;4175;1304,8;-18,6;24,7;17,7
2104;15.02.2022;663388;11531;4173;1363,3;-17,6;26;18,8
2101;14.02.2022;651857;5630;4168;1406,9;-16,5;26,3;18,2
2098;13.02.2022;646227;216;4167;1413;-15,6;25,8;18,5
2095;12.02.2022;646011;1077;4167;1443,2;-14,1;25,8;18,4
2092;11.02.2022;644934;5406;4167;1475,5;-12,2;26,2;17,9
2089;10.02.2022;639528;10164;4164;1578,6;-10,3;26,5;18
2086;09.02.2022;629364;11467;4159;1643;-8,8;25,4;18,4
2083;08.02.2022;617897;12302;4147;1721,3;-7,1;25,4;19
2080;07.02.2022;605595;9578;4140;1767,2;-4,5;25,1;19,6
2077;06.02.2022;596017;743;4135;1778,4;-0,6;25,4;19,1
2074;05.02.2022;595274;1409;4135;1805,3;3;25;18,5
2071;04.02.2022;593865;9845;4135;1869,4;6,6;25,2;19,2
2068;03.02.2022;584020;13317;4133;1879,3;11,1;25,7;18,9
2065;02.02.2022;570703;17566;4129;1896,1;17;25,5;18,8
2062;01.02.2022;553137;12669;4128;1904,6;24,1;24,3;17,7
2059;31.01.2022;540468;12220;4124;1954,9;31,8;22,4;18,3
2056;30.01.2022;528248;284;4107;1960,7;38,7;22,1;18
2053;29.01.2022;527964;3427;4107;1954,4;44,8;21,8;18,2
2050;28.01.2022;524537;12762;4107;1988,1;49,8;21,7;18,6
2047;27.01.2022;511775;11736;4098;1993,1;52;21,3;17,8
2044;26.01.2022;500039;14730;4097;1954,6;50,9;20,1;19
2041;25.01.2022;485309;17416;4094;1817;47,8;20,7;18,9
2038;24.01.2022;467893;13211;4088;1660,2;46;19,5;18,5
2035;23.01.2022;454682;683;4085;1663,2;47,2;18,4;18,1
2032;22.01.2022;453999;2367;4084;1629,7;44,2;18,5;17,2
2029;21.01.2022;451632;14089;4082;1475,4;38,6;17,9;16,8
2026;20.01.2022;437543;10679;4077;1307,4;37,2;16,3;16,8
2023;19.01.2022;426864;11449;4073;1174,8;40,4;15,1;17,8
2020;18.01.2022;415415;10732;4072;1098,9;48;14,3;17,9
2017;17.01.2022;404683;7559;4067;1055,9;58,7;14,6;18,7
2014;16.01.2022;397124;220;4067;1041,6;71,7;14,8;18
2011;15.01.2022;396904;2245;4067;1042,5;85;15,2;18,1
2008;14.01.2022;394659;6069;4067;1029,8;95,9;14,7;18,2
2005;13.01.2022;388590;7238;4063;1009,1;104;12,9;18,4
2002;12.01.2022;381352;7797;4058;946;107,2;12,8;18
1999;11.01.2022;373555;8862;4045;868,5;106,6;10,6;18,9
1996;10.01.2022;364693;5276;4043;779,3;102,3;10,6;19,1
1993;09.01.2022;359417;1057;4038;775,6;95;9,3;19,6
1990;08.01.2022;358360;1712;4038;730,9;72,9;9,2;19,4
1987;07.01.2022;356648;6051;4036;597,8;44,7;9,3;19,3
1984;06.01.2022;350597;5962;4032;499,8;22,8;8,8;18,7
1981;05.01.2022;344635;5443;4029;417,1;7,3;8,7;18,9
1978;04.01.2022;339192;4226;4025;361,5;-1,5;9,3;19,1
1975;03.01.2022;334966;3196;4020;326,1;-5,7;9;19,8
1972;02.01.2022;331770;479;4016;318,8;-6,7;7,6;20
1969;01.01.2022;331291;73;4016;329,3;-7;7,1;19,9
1966;31.12.2021;331218;701;4016;318,1;-7,5;7,1;19,9
1963;30.12.2021;330517;2777;4016;300,5;-6,6;8,1;19,6
1960;29.12.2021;327740;1939;4010;294,9;-4,1;8,1;19,7
1957;28.12.2021;325801;2652;4002;298,1;-1,8;8,3;20,4
1954;27.12.2021;323149;2457;3996;314,2;0,3;8;19,3
1951;26.12.2021;320692;646;3991;308,4;1,4;6,6;20,2
1948;25.12.2021;320046;51;3988;303,1;2,9;6,7;20,3
1945;24.12.2021;319995;564;3988;342,9;4,6;6,5;20,4
1942;23.12.2021;319431;2000;3988;357,4;2,6;7,3;20,1
1939;22.12.2021;317431;2488;3986;355,3;-1,1;8,1;20,8
1936;21.12.2021;314943;2294;3976;347,8;-4;7,7;20,8
1933;20.12.2021;312649;2941;3969;336,7;-6,4;8,7;21,6
1930;19.12.2021;309708;243;3964;335,1;-8,1;7,6;21,5
1927;18.12.2021;309465;439;3964;331,5;-9,4;7,5;21,7
1924;17.12.2021;309026;2261;3955;318,5;-10,2;7,5;22,1
1921;16.12.2021;306765;2391;3944;308,8;-10,4;7,4;22
1918;15.12.2021;304374;2271;3938;318,9;-9,6;7,4;22
1915;14.12.2021;302103;2089;3932;325,3;-9,7;9,2;22,5
1912;13.12.2021;300014;2579;3926;326,7;-9,4;9,4;24,1
1909;12.12.2021;297435;156;3924;330,7;-9,1;11,1;24,2
1906;11.12.2021;297279;315;3924;337,7;-8,2;11,1;24,3
1903;10.12.2021;296964;1596;3922;355,1;-6,9;11;23,4
1900;09.12.2021;295368;2178;3904;368,8;-5,4;10,8;24
1897;08.12.2021;293190;2618;3886;359,6;-4,2;10,8;22,9
1894;07.12.2021;290572;2910;3877;364,8;-2,5;10,6;23,1
1891;06.12.2021;287662;2614;3867;369,7;-1,3;9,2;21,9
1888;05.12.2021;285048;308;3855;371,3;0,2;11,3;21,3
1885;04.12.2021;284740;439;3855;373,3;1,7;11,3;21,6
1882;03.12.2021;284301;2244;3853;383;2,9;11,3;21,3
1879;02.12.2021;282057;2539;3849;383,4;3,7;11;20,3
1876;01.12.2021;279518;2544;3844;399,6;4,8;11,6;19,5
1873;30.11.2021;276974;2552;3835;398,3;4,9;9,6;19,1
1870;29.11.2021;274422;3172;3830;406,6;6,1;9,7;18,7
1867;28.11.2021;271250;287;3823;403,5;7,3;9,4;18,6
1864;27.11.2021;270963;546;3823;396,1;8,2;9,4;18,1
1861;26.11.2021;270417;2558;3818;381,5;9,6;9,4;18,3
1858;25.11.2021;267859;2843;3814;376,6;12,4;11,1;18,6
1855;24.11.2021;265016;2711;3795;377,1;15,9;12,1;18,4
1852;23.11.2021;262305;2867;3788;382,4;20,7;11,8;19,1
1849;22.11.2021;259438;3262;3784;374,3;25,6;12;18,9
1846;21.11.2021;256176;104;3779;374,4;32,2;11,3;18
1843;20.11.2021;256072;127;3779;378,9;37,9;11,3;17,3
1840;19.11.2021;255945;2398;3779;378,2;41,8;11,3;16,9
1837;18.11.2021;253547;2321;3777;370,5;44,7;11,1;16,2
1834;17.11.2021;251226;2795;3773;366,7;47,6;10,2;15,6
1831;16.11.2021;248431;2886;3767;345,1;48,8;10,4;15,7
1828;15.11.2021;245545;2593;3762;327,9;50,3;10,2;15,5
1825;14.11.2021;242952;147;3759;323,5;52,2;9,8;14,2
1822;13.11.2021;242805;475;3759;313,8;51;9,8;14,3
1819;12.11.2021;242330;2149;3759;295,6;46,8;9,8;14
1816;11.11.2021;240181;2185;3756;281,6;42,1;8,1;13,7
1813;10.11.2021;237996;2873;3753;250,8;36,5;6,7;13
1810;09.11.2021;235123;1657;3746;233;33,7;7,2;12,6
1807;08.11.2021;233466;2209;3740;206,6;32,4;6,6;12,9
1804;07.11.2021;231257;87;3735;206,2;33,8;6,5;13,1
1801;06.11.2021;231170;134;3735;206,4;32,9;6,5;12
1798;05.11.2021;231036;1675;3735;195,4;29,6;6,5;11,7
1795;04.11.2021;229361;1560;3729;180;26,3;6,4;11
1792;03.11.2021;227801;1525;3719;169,7;25,1;6,4;10,2
1789;02.11.2021;226276;1240;3717;164;25,9;6,1;11,5
1786;01.11.2021;225036;1500;3709;155,3;26,7;5,9;11,5
1783;31.10.2021;223536;81;3704;153,3;28,8;6;11,7
1780;30.10.2021;223455;178;3704;153;29,8;6;11,8
1777;29.10.2021;223277;869;3704;146,4;29,2;6;11,6
1774;28.10.2021;222408;1073;3700;139,3;28,6;5,7;10,8
1771;27.10.2021;221335;1147;3691;133,1;27,8;5,4;10
1768;26.10.2021;220188;1082;3684;123,8;26,8;5,4;9,7
1765;25.10.2021;219106;995;3677;122,2;27,1;5,3;9,5
1762;24.10.2021;218111;67;3677;123;26,6;4,5;9,4
1759;23.10.2021;218044;184;3677;121,4;23,7;4,5;9,2
1756;22.10.2021;217860;707;3677;118,5;19,8;4,5;9,2
1753;21.10.2021;217153;713;3671;112;15,3;4,4;9,1
1750;20.10.2021;216440;1090;3670;102,3;11,4;4,2;9,2
1747;19.10.2021;215350;824;3667;98,4;8,5;3,9;9,5
1744;18.10.2021;214526;894;3665;93,2;6,7;3,9;9,4
1741;17.10.2021;213632;43;3664;92;5,8;3,2;9,5
1738;16.10.2021;213589;128;3664;89,9;5;3,2;9,3
1735;15.10.2021;213461;578;3664;87,3;4,4;3,2;9,3
1732;14.10.2021;212883;699;3663;87,3;4,3;3,1;9,3
1729;13.10.2021;212184;554;3658;86,7;4,5;2,9;9,3
1726;12.10.2021;211630;698;3657;85,5;5,3;2,6;8,8
1723;11.10.2021;210932;667;3655;84,2;6,5;2,7;8,8
1720;10.10.2021;210265;25;3647;85,1;7,8;2,5;7,7
1717;09.10.2021;210240;140;3647;83,8;8,4;2,5;7,9
1714;08.10.2021;210100;445;3647;82,5;8,9;2,5;8,4
1711;07.10.2021;209655;516;3646;81,8;9,6;2,9;8,7
1708;06.10.2021;209139;749;3641;84,4;9,8;2,8;8,4
1705;05.10.2021;208390;584;3635;82,2;8,1;2,9;8,1
