id;datum;fallzahl;neue_faelle;todesfaelle;7_tage_inzidenz;rel_veraenderung_der_7_tage_inzidenz;7_tage_hosp_inzidenz;its_belegung
439;09.08.2020;9697;10;224;10,3;27,9;0,4;1,2
436;08.08.2020;9687;48;224;10,7;31,8;0,4;1,2
433;07.08.2020;9639;97;224;9,9;32,1;0,4;1,2
430;06.08.2020;9542;53;224;9;36,5;0,5;1,3
427;05.08.2020;9489;91;224;9;46,1;0,6;1,4
424;04.08.2020;9398;32;223;9,2;55,3;0,7;1,4
421;03.08.2020;9366;39;223;9;63,1;0,7;1,5
418;02.08.2020;9327;9;223;9,1;69,7;0,7;1,5
415;01.08.2020;9318;45;223;8,7;71,5;0,7;1,4
412;31.07.2020;9273;82;223;8,2;73,1;0,7;1,3
409;30.07.2020;9191;42;223;8,2;69,5;0,7;1,4
406;29.07.2020;9149;79;223;7,1;55,5;0,7;1,2
403;28.07.2020;9070;51;223;6,2;40,2;0,6;1,4
400;27.07.2020;9019;19;223;5,9;25,4;0,6;1,4
397;26.07.2020;9000;10;223;5,8;10;0,6;1,5
394;25.07.2020;8990;34;223;5,9;-4,5;0,8;1,4
391;24.07.2020;8956;63;223;4,8;-20,2;0,7;1,4
388;23.07.2020;8893;34;222;3,9;-28,1;0,7;1,6
385;22.07.2020;8859;23;222;3,9;-32,8;0,6;1,4
382;21.07.2020;8836;35;222;3,6;-34,5;0,5;1,5
379;20.07.2020;8801;23;221;3,6;-33,9;0,5;1,5
376;19.07.2020;8778;5;221;3,6;-33,4;0,4;1,6
373;18.07.2020;8773;26;221;3,2;-31,7;0,4;1,5
370;17.07.2020;8747;23;221;3,6;-27,1;0,4;1,5
367;16.07.2020;8724;26;221;4;-22,6;0,5;1,5
364;15.07.2020;8698;25;221;4,6;-18,7;0,5;1,6
361;14.07.2020;8673;18;220;5;-16,6;0,6;1,5
358;13.07.2020;8655;18;219;5,1;-16,9;1;1,6
355;12.07.2020;8637;1;217;5,2;-17,2;0,9;1,9
352;11.07.2020;8636;20;217;5,9;-17,4;0,8;2
349;10.07.2020;8616;31;216;6,1;-19,2;0,9;2,3
346;09.07.2020;8585;49;216;6,7;-25,7;1,4;2,4
343;08.07.2020;8536;35;216;6,7;-34;1,3;2,3
340;07.07.2020;8501;40;215;6,6;-39,2;1,6;2,3
337;06.07.2020;8461;11;215;7,2;-41,1;1,6;2,7
334;05.07.2020;8450;17;215;7,2;-40,1;1,6;2,5
331;04.07.2020;8433;41;215;6,8;-37,7;1,5;2,6
328;03.07.2020;8392;48;214;6,8;-35,4;1,6;2,5
325;02.07.2020;8344;43;214;7;-29,1;1,4;2,5
322;01.07.2020;8301;59;214;7,3;-20,1;1,5;2,8
319;30.06.2020;8242;23;214;8,3;-11,1;1,5;2,8
316;29.06.2020;8219;44;214;8,6;-2,1;1,3;2,6
313;28.06.2020;8175;8;213;9,1;7,6;1,4;2,4
310;27.06.2020;8167;23;213;9,5;18,3;1,4;2,5
307;26.06.2020;8144;49;213;12,1;33,2;1,5;2,5
304;25.06.2020;8095;75;212;13,9;44,9;1,1;2,5
301;24.06.2020;8020;46;212;14,6;53,2;1,2;2,4
298;23.06.2020;7974;59;211;14,8;59,1;1;2,8
295;22.06.2020;7915;83;211;13,9;62,3;1,1;3,3
292;21.06.2020;7832;29;211;13,7;67,4;1,1;3,4
289;20.06.2020;7803;71;211;14,6;66,8;1,2;3,4
286;19.06.2020;7732;130;211;12;53;1,1;3,3
283;18.06.2020;7602;128;211;10;45,7;1;3,5
280;17.06.2020;7474;73;210;9,7;45;1,2;3,5
277;16.06.2020;7401;33;209;9,2;43,3;1,3;3,5
274;15.06.2020;7368;47;208;9,2;43;1,2;3,5
271;14.06.2020;7321;40;208;9,1;36,6;1,1;3,4
268;13.06.2020;7281;30;208;7,6;29,7;1;3,6
265;12.06.2020;7251;87;208;7,5;29;0,9;3,6
262;11.06.2020;7164;29;208;6,9;25,8;0,9;3,7
259;10.06.2020;7135;54;208;6,3;24,9;1;3,7
256;09.06.2020;7081;40;206;5,9;24,6;0,9;3,7
253;08.06.2020;7041;26;206;5,2;22;1,2;4,4
250;07.06.2020;7015;19;205;5,7;21,3;1,2;4,5
247;06.06.2020;6996;33;205;5,9;16,1;1,1;4,4
244;05.06.2020;6963;18;201;5,7;7,7;1,3;5
241;04.06.2020;6945;45;200;5,5;2,3;1,3;4,8
238;03.06.2020;6900;27;200;5,1;-6,6;1;4,6
235;02.06.2020;6873;35;198;4,6;-13,9;0,9;4,4
232;01.06.2020;6838;23;198;5,1;-16,8;;4,3
229;31.05.2020;6815;16;198;4,5;-19;;4,2
226;30.05.2020;6799;33;198;4,1;-18,4;;4,1
223;29.05.2020;6766;29;197;4,2;-16,3;;4,3
220;28.05.2020;6737;35;196;3,9;-13,1;;3,7
217;27.05.2020;6702;30;195;4;-9,5;;3,7
214;26.05.2020;6672;21;193;4,6;-5,4;;4,5
211;25.05.2020;6651;10;191;4,9;-4,5;;4,7
208;24.05.2020;6641;5;191;5;-7,4;;4,3
205;23.05.2020;6636;25;191;5,2;-11,7;;4,4
202;22.05.2020;6611;29;190;4,8;-16,6;;4,3
199;21.05.2020;6582;30;190;5,7;-19,9;;4,7
196;20.05.2020;6552;49;186;6;-23,7;;4,8
193;19.05.2020;6503;29;186;5,8;-27,2;;5,6
190;18.05.2020;6474;20;182;5,4;-30;;5,2
187;17.05.2020;6454;11;180;5,4;-30,5;;5,3
184;16.05.2020;6443;19;181;5,4;-29,2;;5,3
181;15.05.2020;6424;31;181;5,1;-28,3;;5,6
178;14.05.2020;6393;55;177;5,4;-28,1;;6,2
175;13.05.2020;6338;44;173;5,4;-28,6;;6,9
172;12.05.2020;6294;25;170;5,8;-28;;7,3
169;11.05.2020;6269;2;165;6,8;-26,5;;8,1
166;10.05.2020;6267;11;165;7,4;-24,6;;8,2
163;09.05.2020;6256;20;165;7,8;-23,2;;8,2
160;08.05.2020;6236;33;164;8,3;-22,7;;8,7
157;07.05.2020;6203;60;163;8,3;-23,7;;8,6
154;06.05.2020;6143;57;162;8,6;-23,6;;8,7
151;05.05.2020;6086;50;162;9,2;-23,8;;9
148;04.05.2020;6036;32;154;9,3;-23,4;;9
145;03.05.2020;6004;34;154;9,1;-22,6;;8,8
142;02.05.2020;5970;34;154;9,6;-21,2;;8,9
139;01.05.2020;5936;55;152;10,9;-19,6;;8,7
136;30.04.2020;5881;60;149;11,8;-17,4;;8,6
133;29.04.2020;5821;83;147;12,2;-18,3;;10,1
130;28.04.2020;5738;61;137;12,2;-20,7;;10,3
127;27.04.2020;5677;33;127;11,9;-25,3;;10,6
124;26.04.2020;5644;37;125;12,1;-29,5;;9,9
121;25.04.2020;5607;75;123;12,9;-31,9;;10,2
118;24.04.2020;5532;56;113;14,1;-33,1;;10,7
115;23.04.2020;5476;121;112;14,3;-36,5;;10,4
112;22.04.2020;5355;14;105;15,1;-38,5;;10,9
109;21.04.2020;5341;76;105;15,1;-38,8;;11,1
106;20.04.2020;5265;40;97;15,5;-37,7;;11,1
103;19.04.2020;5225;38;94;16,1;-35,9;;10,1
100;18.04.2020;5187;96;92;16,3;-33,4;;10
97;17.04.2020;5091;120;91;15,3;-31,4;;10,4
94;16.04.2020;4971;101;84;17,6;-27,4;;9,7
91;15.04.2020;4870;141;74;19,4;-24,1;;10,8
88;14.04.2020;4729;62;62;22,9;-21,3;;12,1
85;13.04.2020;4667;84;56;25,1;-18,9;;12,3
82;12.04.2020;4583;30;51;25,8;-16,6;;12,2
79;11.04.2020;4553;107;50;26,4;-13,6;;12,1
76;10.04.2020;4446;89;46;30,6;-9,2;;12,8
73;09.04.2020;4357;145;42;32,2;-6;;11,5
70;08.04.2020;4212;174;37;32,5;-2;;11,9
67;07.04.2020;4038;176;32;32,8;3,3;;11,8
64;06.04.2020;3862;175;28;33,5;10;;12,5
61;05.04.2020;3687;61;26;33,7;17,9;;12,8
58;04.04.2020;3626;140;24;36,2;26,5;;13,2
55;03.04.2020;3486;263;22;35,4;35;;11,9
52;02.04.2020;3223;230;20;36,7;46,7;;10
49;01.04.2020;2993;216;;38,2;60,6;;9,8
46;31.03.2020;2777;196;16;37,8;75,3;;9,4
43;30.03.2020;2581;119;13;37,5;92;;10,1
40;29.03.2020;2462;125;11;37;109,6;;9
37;28.03.2020;2337;185;9;35,1;125,9;;8,8
34;27.03.2020;2152;215;8;34;144,3;;7,9
31;26.03.2020;1937;292;7;31,2;160,7;;6,5
28;25.03.2020;1645;220;4;28,5;180,4;;5,9
25;24.03.2020;1425;206;3;25,6;204,4;;6,3
22;23.03.2020;1219;148;2;23;237,1;;5
19;22.03.2020;1071;46;1;21,8;278,8;;4,5
16;21.03.2020;1025;157;1;19,2;299;;4,3
13;20.03.2020;868;180;1;16,2;294,8;;3,3
10;19.03.2020;688;169;0;12,5;262,5;;
7;18.03.2020;519;136;0;9,7;246,1;;
4;17.03.2020;383;51;0;8,1;267,7;;
1;16.03.2020;332;332;0;7;;;
